date,open,high,low,close,volume
2026-06-08 08:00:00+00:00,739.17,740.71,736.397,739.91,0
2026-06-08 08:01:00+00:00,739.9,740.48,736.36,739.7403,0
2026-06-08 08:02:00+00:00,739.8369,739.85,736.56,737.22,0
2026-06-08 08:03:00+00:00,737.25,739.52,736.32,737.97,0
2026-06-08 08:04:00+00:00,738.47,740.52,737.65,739.7048,0
2026-06-08 08:05:00+00:00,739.75,739.9839,739.75,739.8,0
2026-06-08 08:06:00+00:00,739.79,740.0,739.76,739.99,0
2026-06-08 08:07:00+00:00,739.89,739.96,739.47,739.59,0
2026-06-08 08:08:00+00:00,739.62,739.7812,736.43,739.63,0
2026-06-08 08:09:00+00:00,737.5,740.5,737.0,739.98,0
2026-06-08 08:10:00+00:00,739.78,739.81,736.73,739.45,0
2026-06-08 08:11:00+00:00,739.5,739.708,736.7,739.6317,0
2026-06-08 08:12:00+00:00,739.64,739.67,739.55,739.55,0
2026-06-08 08:13:00+00:00,739.58,739.74,739.49,739.65,0
2026-06-08 08:14:00+00:00,739.65,739.65,739.48,739.498,0
2026-06-08 08:15:00+00:00,739.59,739.77,739.55,739.6392,0
2026-06-08 08:16:00+00:00,739.67,739.67,739.31,739.3922,0
2026-06-08 08:17:00+00:00,739.37,739.45,739.24,739.43,0
2026-06-08 08:18:00+00:00,739.44,739.59,739.4,739.48,0
2026-06-08 08:19:00+00:00,739.61,739.79,739.61,739.67,0
2026-06-08 08:20:00+00:00,739.69,739.69,739.3887,739.4351,0
2026-06-08 08:21:00+00:00,739.39,739.47,739.3,739.4,0
2026-06-08 08:22:00+00:00,739.4,739.46,739.2877,739.2877,0
2026-06-08 08:23:00+00:00,739.31,739.37,739.0,739.37,0
2026-06-08 08:24:00+00:00,739.26,739.5,739.26,739.31,0
2026-06-08 08:25:00+00:00,739.29,739.439,739.27,739.439,0
2026-06-08 08:26:00+00:00,739.46,739.5,739.3217,739.37,0
2026-06-08 08:27:00+00:00,739.37,739.37,739.2,739.2,0
2026-06-08 08:28:00+00:00,739.2,739.2664,739.16,739.2664,0
2026-06-08 08:29:00+00:00,739.3,739.34,739.24,739.34,0
2026-06-08 08:30:00+00:00,739.33,739.58,739.28,739.58,0
2026-06-08 08:31:00+00:00,739.48,739.5729,739.48,739.5,0
2026-06-08 08:32:00+00:00,739.5,739.77,739.5,739.65,0
2026-06-08 08:33:00+00:00,739.67,739.69,739.54,739.6488,0
2026-06-08 08:34:00+00:00,739.6017,739.72,739.54,739.72,0
2026-06-08 08:35:00+00:00,739.72,739.72,739.3115,739.47,0
2026-06-08 08:36:00+00:00,739.368,739.4988,739.25,739.32,0
2026-06-08 08:37:00+00:00,739.32,739.36,739.2485,739.36,0
2026-06-08 08:38:00+00:00,739.3,739.3,739.25,739.27,0
2026-06-08 08:39:00+00:00,739.28,739.3,739.14,739.14,0
2026-06-08 08:40:00+00:00,739.12,739.22,738.92,738.92,0
2026-06-08 08:41:00+00:00,738.92,738.97,738.72,738.81,0
2026-06-08 08:42:00+00:00,738.87,738.9212,738.81,738.83,0
2026-06-08 08:43:00+00:00,738.8538,739.17,738.8538,739.17,0
2026-06-08 08:44:00+00:00,739.1,739.1555,739.02,739.1005,0
2026-06-08 08:45:00+00:00,739.11,739.1748,739.03,739.07,0
2026-06-08 08:46:00+00:00,739.03,739.03,738.87,738.9,0
2026-06-08 08:47:00+00:00,738.829,738.829,738.6,738.65,0
2026-06-08 08:48:00+00:00,738.63,738.95,738.6,738.95,0
2026-06-08 08:49:00+00:00,739.098,739.25,739.09,739.25,0
2026-06-08 08:50:00+00:00,739.25,739.35,739.24,739.24,0
2026-06-08 08:51:00+00:00,739.07,739.07,738.79,738.81,0
2026-06-08 08:52:00+00:00,738.81,738.87,738.8,738.81,0
2026-06-08 08:53:00+00:00,738.7547,738.87,738.7547,738.7897,0
2026-06-08 08:54:00+00:00,738.8,738.95,738.72,738.95,0
2026-06-08 08:55:00+00:00,739.06,739.06,738.7582,738.8,0
